word,jyutping,occured,ratio
喂,wai3,1,8.33493E-06
鴨脷,aap3lei6,1,8.33493E-06
鰂魚涌,zak1jyu4cung1,1,8.33493E-06
錶,biu1,3,2.50048E-05
掹,mang1,4,3.33397E-05
完,jyun4,3,2.50048E-05
尖沙嘴區,zim1saa1zeoi2keoi1,1,8.33493E-06
灣仔區,waan1zai2keoi1,1,8.33493E-06
就,zau6,6,5.00096E-05
甚至乎,sam6zi3fu4,10,8.33493E-05
香港區,hoeng1gong2keoi1,4,3.33397E-05
二五仔,ji6ng5zai2,2,1.66699E-05
鬼主意,gwai2zyu2ji3,1,8.33493E-06
香港島,hoeng1gong2dou2,1,8.33493E-06
灣仔,waan1zai2,2,1.66699E-05
立,laap6,1,8.33493E-06
疊,daap6,1,8.33493E-06
疊馬,daap6maa5,2,1.66699E-05
樂隊,ngok6deoi2,4,3.33397E-05
奏,zau3,1,8.33493E-06
蛋糕,daan6gou1,4,3.33397E-05
講明,gong2ming4,1,8.33493E-06
每,mui5,1,8.33493E-06
六十八,luk6sap6baat3,1,8.33493E-06
仲,zung6,1,8.33493E-06
三百二,saam1baak3ji6,1,8.33493E-06
紮,zaat3,1,8.33493E-06
衝,cung1,3,2.50048E-05
劈友,pek3jau2,1,8.33493E-06
銀樂隊,ngan4ngok6deoi2,1,8.33493E-06
過份,gwo3fan6,2,1.66699E-05
安排,on1paai4,3,2.50048E-05
好在,hou2zoi6,1,8.33493E-06
阿南哥,aa3nam4go1,1,8.33493E-06
唔怪之,m4gwaai3zi1,1,8.33493E-06
大逆不道,daai6jik6bat1dou6,1,8.33493E-06
虛無飄渺,heoi1mou4piu1miu5,1,8.33493E-06
事實上,si6sat6soeng6,1,8.33493E-06
結論,git3leon6,1,8.33493E-06
難,naan4,1,8.33493E-06
選擇,syun2zaak6,5,4.16747E-05
生日會,saang1jat6wui2,1,8.33493E-06
除非,ceoi4fei1,6,5.00096E-05
容納,jung4naap6,4,3.33397E-05
廣東省,gwong2dung1saang2,5,4.16747E-05
短線團,dyun2sin3tyun4,2,1.66699E-05
子陵,zi2ling4,5,4.16747E-05
嘈喧巴閉,cou4hyun1baa1bai3,1,8.33493E-06
打骰,daa2sik1,1,8.33493E-06
掛住,gwaa3zyu6,6,5.00096E-05
掛,gwaa3,4,3.33397E-05
鄉下,hoeng1haa2,4,3.33397E-05
順道,seon6dou6,1,8.33493E-06
邊處,bin1syu2,1,8.33493E-06
海豐,hoi2fung1,1,8.33493E-06
汕頭,saan3tau4,1,8.33493E-06
汕尾,saan3mei5,1,8.33493E-06
附近,fu6gan6,4,3.33397E-05
相隔,soeng1gaak3,1,8.33493E-06
主意,zyu2ji3,1,8.33493E-06
冇得,mou5dak1,6,5.00096E-05
特價,dak6gaa3,1,8.33493E-06
銀幕,ngan4mok6,1,8.33493E-06
擘大,maak3daai6,3,2.50048E-05
食嘢,sik6je5,2,1.66699E-05
哩排,ni1paai4,3,2.50048E-05
苦,fu2,2,1.66699E-05
扮蟹,baan6haai5,1,8.33493E-06
浪漫,long6maan6,2,1.66699E-05
阿婆,aa3po4,14,0.000116689
對面,deoi3min6,3,2.50048E-05
單身,daan1san1,2,1.66699E-05
將來,zoeng1loi4,2,1.66699E-05
恐怕,hung2paa3,1,8.33493E-06
上下,soeng6haa2,1,8.33493E-06
搭嘴,daap3zeoi2,1,8.33493E-06
霎,saap6,2,1.66699E-05
後,hau6,1,8.33493E-06
後生,hau6saang1,4,3.33397E-05
唯一,wai4jat1,3,2.50048E-05
男,naam4,8,6.66794E-05
結,git3,4,3.33397E-05
婚,fan1,4,3.33397E-05
生,saang1,3,2.50048E-05
希望,hei1mong6,3,2.50048E-05
馬,maa5,1,8.33493E-06
靚仔,leng1zai2,8,6.66794E-05
個,go3,3,2.50048E-05
邊,bin1,3,2.50048E-05
隔離,gaak3lei4,5,4.16747E-05
嘛,maa5,2,1.66699E-05
照計,ziu3gai3,3,2.50048E-05
點只,dim2zi2,2,1.66699E-05
何況,ho4fong3,1,8.33493E-06
靜,zing6,1,8.33493E-06
骨折,gwat1zit3,13,0.000108354
口罩,hau2zaau3,9,7.50144E-05
呃,aak1,2,1.66699E-05
火山,fo2saan1,1,8.33493E-06
豬嘴,zyu1zeoi2,2,1.66699E-05
早晨,zou2san4,2,1.66699E-05
近來,gan6loi4,3,2.50048E-05
招呼,ziu1fu1,4,3.33397E-05
木,muk6,1,8.33493E-06
黐,ci1,1,8.33493E-06
檯,toi2,3,2.50048E-05
西瓜,sai1gwaa1,2,1.66699E-05
紅中,hung4zung1,1,8.33493E-06
布,bou3,1,8.33493E-06
遮遮掩掩,ze1ze1jim2jim2,1,8.33493E-06
埃塞俄比亞,aai1coi3ngo4bei2aa3,1,8.33493E-06
啱啱,aam1aam1,2,1.66699E-05
北韓,bak1hon4,1,8.33493E-06
影,jing2,48,0.000400077
美,mei5,1,8.33493E-06
腿,teoi2,1,8.33493E-06
做乜嘢,zou6mat1je5,2,1.66699E-05
跣低,sin3dai1,2,1.66699E-05
證明,zing3ming4,6,5.00096E-05
話時話,waa6si4waa6,5,4.16747E-05
平均,ping4gwan1,2,1.66699E-05
閃光,sim2gwong1,1,8.33493E-06
同,tung4,3,2.50048E-05
吓,haa6,17,0.000141694
肥肥白白,fei4fei4baak6baak6,1,8.33493E-06
紅紅卜卜,hung4hung4bok1bok1,1,8.33493E-06
慧君,wai6gwan1,6,5.00096E-05
方,fong1,1,8.33493E-06
得,dak1,16,0.000133359
談論,taam4leon6,1,8.33493E-06
舋,man3,2,1.66699E-05
舋,man3,8,6.66794E-05
哎唷,aai1jo3,1,8.33493E-06
十五,sap6ng5,12,0.000100019
ei6,ei6,1,8.33493E-06
弊,bai6,2,1.66699E-05
早熟,zou2suk6,3,2.50048E-05
成熟,sing4suk6,5,4.16747E-05
婆,po4,1,8.33493E-06
照,ziu3,1,8.33493E-06
疊,daap6,2,1.66699E-05
化妝,faa3zong1,2,1.66699E-05
何來,ho4loi4,1,8.33493E-06
化,faa3,2,1.66699E-05
妝,zong1,1,8.33493E-06
熱氣,jit6hei3,2,1.66699E-05
腫脹,zung2zoeng3,1,8.33493E-06
腫,zung2,1,8.33493E-06
嘴型,zeoi2jing4,1,8.33493E-06
姊妹,zi2mui2,6,5.00096E-05
不容置疑,bat1jung4zi3ji4,1,8.33493E-06
意會,ji3wui6,2,1.66699E-05
婆孫,po4syun1,1,8.33493E-06
唯一,wai4jat1,2,1.66699E-05
媽,maa1,1,8.33493E-06
多蒙特,do1mung4dak6,2,1.66699E-05
截,zit6,1,8.33493E-06
快,faai3,1,8.33493E-06
鷹,jing1,2,1.66699E-05
神情,san4cing4,1,8.33493E-06
高處,gou1cyu3,1,8.33493E-06
騎馬瘟,ke4maa5wan1,1,8.33493E-06
騎,ke4,1,8.33493E-06
馬,maa5,7,5.83445E-05
呆,ngoi4,1,8.33493E-06
抱,pou5,1,8.33493E-06
蚚蜴,sik1jik6,2,1.66699E-05
由,jau4,1,8.33493E-06
蝙蝠,pin1fuk1,2,1.66699E-05
氣,hei3,2,1.66699E-05
氣管,hei3gun2,1,8.33493E-06
錫,sek3,7,5.83445E-05
吸,kap1,1,8.33493E-06
琉磺,lau4wong4,1,8.33493E-06
姐,ze1,2,1.66699E-05
偷情,tau1cing4,1,8.33493E-06
偷,tau1,2,1.66699E-05
唔怪知,m4gwaai3zi1,1,8.33493E-06
應,jing3,2,1.66699E-05
綠騰女,luk6tang4neoi2,1,8.33493E-06
襯,can3,1,8.33493E-06
蝙蝠女,pin1fuk1neoi2,3,2.50048E-05
點止,dim2zi2,1,8.33493E-06
鬼妹,gwai2mui1,2,1.66699E-05
幼,jau3,1,8.33493E-06
作準,zok3zeon2,1,8.33493E-06
掌上壓,zoeng2soeng6aat3,4,3.33397E-05
校,gaau3,2,1.66699E-05
褪,tan3,5,4.16747E-05
橫掂,waang4dim6,2,1.66699E-05
散熱,saan3jit6,2,1.66699E-05
低能,dai1nang4,4,3.33397E-05
咦,ji4,1,8.33493E-06
借問聲,ze3man6seng1,1,8.33493E-06
瘡,cong1,1,8.33493E-06
窿,lung1,1,8.33493E-06
正話,zing3waa6,1,8.33493E-06
兄弟,hing1dai6,2,1.66699E-05
表哥,biu2go1,1,8.33493E-06
表弟,biu2dai2,1,8.33493E-06
身型,san1jing4,2,1.66699E-05
果濟,gwo4zai3,2,1.66699E-05
純正,seon4zing3,1,8.33493E-06
海關,hoi2gwaan1,1,8.33493E-06
正,zing3,1,8.33493E-06
啪,paak1,3,2.50048E-05
聲,seng1,5,4.16747E-05
搽,caa4,6,5.00096E-05
太陽油,taai3joeng4jau4,2,1.66699E-05
額頭,ngaak6tau4,1,8.33493E-06
損,syun2,1,8.33493E-06
唔好,m4hou2,1,8.33493E-06
中,zung3,1,8.33493E-06
嘴唇,zeoi2seon4,2,1.66699E-05
英文,jing1man4,3,2.50048E-05
哥,go1,3,2.50048E-05
俾,bei2,3,2.50048E-05
搞掂,gaau2dim6,6,5.00096E-05
白天,baak6tin1,1,8.33493E-06
蕩失,dong6sat1,2,1.66699E-05
過頭,gwo3tau4,2,1.66699E-05
調亂,diu6lyun6,1,8.33493E-06
前頭,cin4tau4,1,8.33493E-06
大大聲聲,daai6daai6seng1seng1,1,8.33493E-06
靈感,ling4gam2,2,1.66699E-05
說明書,syut3ming4syu1,3,2.50048E-05
附帶,fu6daai3,2,1.66699E-05
操作,cou1zok3,4,3.33397E-05
解法,gaai2faat3,1,8.33493E-06
指令,zi2ling6,1,8.33493E-06
頁,jip6,3,2.50048E-05
得,dak1,1,8.33493E-06
一五五零,jat1ng5ng5ling4,3,2.50048E-05
夾埋,gaap3maai4,1,8.33493E-06
搦起,lik1hei2,1,8.33493E-06
阿姐,aa3ze1,1,8.33493E-06
我哋,ngo5dei6,1,8.33493E-06
阿妹,aa3mui2,7,5.83445E-05
相機,soeng2gei1,4,3.33397E-05
傻瓜,so4gwaa1,1,8.33493E-06
間間,gaan1gaan1,1,8.33493E-06
傳統上,cyun4tung2soeng6,1,8.33493E-06
傻瓜機,so4gwaa1gei1,6,5.00096E-05
影相,jing2soeng2,6,5.00096E-05
九零,gau2ling4,1,8.33493E-06
交叉,gaau1caa1,1,8.33493E-06
鏡頭,geng3tau4,4,3.33397E-05
非一般,fei1jat1bun1,1,8.33493E-06
電,din6,4,3.33397E-05
閃燈,sim2dang1,1,8.33493E-06
閃,sim2,3,2.50048E-05
遮,ze1,1,8.33493E-06
pit3,pit3,1,8.33493E-06
部部,bou6bou6,1,8.33493E-06
詳盡,coeng4zeon6,1,8.33493E-06
售貨員,sau6fo3jyun4,1,8.33493E-06
普遍,pou2pin3,8,6.66794E-05
豐澤,fung1zaak6,1,8.33493E-06
錄音機,luk6jam1gei1,1,8.33493E-06
入行,jap6hong4,2,1.66699E-05
醫護,ji1wu5,1,8.33493E-06
人員,jan4jyun4,2,1.66699E-05
質素,zat1sou3,9,7.50144E-05
瑪麗,maa5lai6,1,8.33493E-06
級,kap1,1,8.33493E-06
自殺,zi6saat3,4,3.33397E-05
院,jyun2,1,8.33493E-06
調,diu6,3,2.50048E-05
零,ling4,4,3.33397E-05
同一,tung4jat1,2,1.66699E-05
病房,beng6fong2,1,8.33493E-06
醫院,ji1jyun2,3,2.50048E-05
削,soek3,1,8.33493E-06
奶茶,naai5caa4,25,0.000208373
哈哈,haa1haa1,1,8.33493E-06
歎,taan3,2,1.66699E-05
的話,dik1waa6,1,8.33493E-06
九點鐘,gau2dim2zung1,3,2.50048E-05
八點半鐘,baat3dim2bun3zung1,1,8.33493E-06
頭痛,tau4tung3,3,2.50048E-05
癮,jan5,2,1.66699E-05
心癮,sam1jan5,3,2.50048E-05
代糖,doi6tong4,2,1.66699E-05
正常人,zing3soeng4jan4,1,8.33493E-06
平日,ping4jat6,1,8.33493E-06
紀錄,gei2luk6,1,8.33493E-06
茶,caa4,7,5.83445E-05
濃,nung4,2,1.66699E-05
奶,naai5,4,3.33397E-05
好飲,hou2jam2,7,5.83445E-05
醇,seon4,1,8.33493E-06
刨,paau4,6,5.00096E-05
話題,waa6tai4,4,3.33397E-05
跑馬,paau2maa5,1,8.33493E-06
,gap6,1,8.33493E-06
檸茶,ling2caa4,3,2.50048E-05
頭痛,tau4tung3,3,2.50048E-05
削胃,soek3wai6,1,8.33493E-06
檸檬,ling4mung1,1,8.33493E-06
維他,wai4taa1,3,2.50048E-05
紙包,zi2baau1,1,8.33493E-06
大棑檔,daai6paai4dong3,1,8.33493E-06
代替,doi6tai3,1,8.33493E-06
酸,syun1,2,1.66699E-05
檸檬茶,ling4mung1caa4,3,2.50048E-05
胃痛,wai6tung3,2,1.66699E-05
現成,jin6sing2,1,8.33493E-06
胃,wai6,3,2.50048E-05
鹼性,gaan2sing3,2,1.66699E-05
根本上,gan1bun2soeng6,3,2.50048E-05
抵死,dai2sei2,3,2.50048E-05
姿勢,zi1sai3,1,8.33493E-06
狗肉,gau2juk6,1,8.33493E-06
衰人,seoi1jan4,1,8.33493E-06
頭暈,tau4wan4,1,8.33493E-06
買返,maai5faan1,1,8.33493E-06
鄭,zeng6,3,2.50048E-05
瑜,jyu4,1,8.33493E-06
彈性,daan6sing3,1,8.33493E-06
上班,soeng5baan1,1,8.33493E-06
熱天,jit6tin1,4,3.33397E-05
攤,taan1,2,1.66699E-05
反正,faan2zing3,1,8.33493E-06
隔夜,gaak3je6,1,8.33493E-06
雪,syut3,2,1.66699E-05
雪櫃,syut3gwai6,1,8.33493E-06
朝,ziu1,1,8.33493E-06
杰,git6,1,8.33493E-06
入口,jap6hau2,3,2.50048E-05
快脆,faai3ceoi3,1,8.33493E-06
soek4,soek4,1,8.33493E-06
soek2,soek2,1,8.33493E-06
反胃,faan2wai6,1,8.33493E-06
度度,dou6dou6,2,1.66699E-05
掯,kang3,3,2.50048E-05
專係,zyun1hai6,2,1.66699E-05
檀島,taan4dou2,2,1.66699E-05
茶壺,caa4wu2,1,8.33493E-06
大丸,daai6jyun2,1,8.33493E-06
唧,zek1,1,8.33493E-06
咖啡包,gaa3fe1baau1,1,8.33493E-06
每個,mui5go3,4,3.33397E-05
咖啡豆,gaa3fe1dau2,1,8.33493E-06
肉桂,juk6gwai3,1,8.33493E-06
好,hou3,1,8.33493E-06
發炎,faat3jim4,6,5.00096E-05
鴛鴦,jyun1joeng1,3,2.50048E-05
怪,gwaai2,1,8.33493E-06
全,cyun4,2,1.66699E-05
黑啡,haak1fe1,1,8.33493E-06
飛砂走奶,fei1saa1zau2naai5,1,8.33493E-06
齋啡,zaai1fe1,2,1.66699E-05
攞命,lo2meng6,1,8.33493E-06
醒神,sing2san4,1,8.33493E-06
提神,tai4san4,1,8.33493E-06
卜,buk4,1,8.33493E-06
卜,buk2,1,8.33493E-06
檸啡,ling2fe1,1,8.33493E-06
晚,maan5,1,8.33493E-06
大鑊,daai6wok6,5,4.16747E-05
焗,guk6,9,7.50144E-05
開夜車,hoi1je6ce1,1,8.33493E-06
天昏地暗,tin1fan1dei6am3,2,1.66699E-05
七點鐘,cat1dim2zung1,6,5.00096E-05
二十四,ji6sap6sei3,1,8.33493E-06
小時,siu2si4,2,1.66699E-05
真真正正,zan1zan1zing3zing3,1,8.33493E-06
哩一樣,ni1jat1joeng6,1,8.33493E-06
文學史,man4hok6si2,1,8.33493E-06
死人,sei2jan4,1,8.33493E-06
每人,mui5jan4,1,8.33493E-06
唔止,m4zi2,2,1.66699E-05
限定,haan6ding6,2,1.66699E-05
儲,cyu5,2,1.66699E-05
精靈,zing1ling1,1,8.33493E-06
複雜,fuk1zaap6,6,5.00096E-05
用到,jung6dou3,1,8.33493E-06
八二年,baat3ji6nin4,1,8.33493E-06
八六年,baat3luk6nin4,3,2.50048E-05
八六,baat3luk6,2,1.66699E-05
八二,baat3ji6,1,8.33493E-06
八三,baat3saam1,1,8.33493E-06
八四,baat3sei3,1,8.33493E-06
八四年,baat3sei3nin4,1,8.33493E-06
譜,pou2,1,8.33493E-06
毛巾,mou4gan1,2,1.66699E-05
床,cong4,1,8.33493E-06
冷氣被,laang5hei3pei5,2,1.66699E-05
羽,jyu5,1,8.33493E-06
羽絨,jyu5jung2,2,1.66699E-05
單人,daan1jan4,1,8.33493E-06
雙人,soeng1jan4,1,8.33493E-06
暖,nyun5,1,8.33493E-06
近排,gan6paai2,5,4.16747E-05
玩嘢,waan2je5,3,2.50048E-05
是,si6,1,8.33493E-06
是Q爛但,si6kiu1laan6daan6,2,1.66699E-05
捱,ngaai4,11,9.16842E-05
天龍八部,tin1lung4baat3bou6,1,8.33493E-06
天龍八步,tin1lung4baat3bou6,1,8.33493E-06
小鳳,siu2fung2,1,8.33493E-06
不能,bat1nang4,1,8.33493E-06
混為一談,wan6wai4jat1taam4,1,8.33493E-06
老兄,lou5hing1,1,8.33493E-06
倒不如,dou2bat1jyu4,1,8.33493E-06
離題萬丈,lei4tai4maan6zoeng6,1,8.33493E-06
蕭,siu1,1,8.33493E-06
峰,fung1,4,3.33397E-05
戇居居,ngong6geoi1geoi1,1,8.33493E-06
仆直,puk1zik6,1,8.33493E-06
死,sei2,1,8.33493E-06
結果,git3gwo2,2,1.66699E-05
終極,zung1gik6,1,8.33493E-06
仇人,sau4jan4,1,8.33493E-06
黑衣人,hak1ji1jan4,3,2.50048E-05
追殺,zeoi1saat3,1,8.33493E-06
斬,zaam2,4,3.33397E-05
一仆一碌,jat1puk1jat1luk1,1,8.33493E-06
木嘴,muk1zeoi2,1,8.33493E-06
喬,kiu4,3,2.50048E-05
崖,ngaai4,2,1.66699E-05
吓,haa2,2,1.66699E-05
高空,gou1hung1,1,8.33493E-06
轆,luk1,1,8.33493E-06
葛,got3,1,8.33493E-06
晾,long3,5,4.16747E-05
山崖,saan3ngaai4,1,8.33493E-06
樹枝,syu6zi1,1,8.33493E-06
潛伏,cim4fuk6,1,8.33493E-06
少林寺,siu3lam4zi2,2,1.66699E-05
報仇,bou3sau4,1,8.33493E-06
食榖種,zik6guk1zung2,1,8.33493E-06
金庸,gam1jung4,2,1.66699E-05
laa2,laa2,2,1.66699E-05
冇計,mou5gai2,1,8.33493E-06
刑事,jing4si6,3,2.50048E-05
偵緝,zing1cap1,1,8.33493E-06
檔案,dong2on3,2,1.66699E-05
磨碌,mo6luk1,2,1.66699E-05
一嚿嚿,jat1gau6gau6,1,8.33493E-06
思龍,si1lung4,1,8.33493E-06
咬字,ngaau5zi6,1,8.33493E-06
演員,jin2jyun4,4,3.33397E-05
新紮,san1zaat3,3,2.50048E-05
體諒,tai2loeng6,1,8.33493E-06
演,jin2,1,8.33493E-06
藹明,oi2ming4,1,8.33493E-06
靚女,leng3neoi2,1,8.33493E-06
上集,soeng6zaap6,2,1.66699E-05
外,ngoi6,1,8.33493E-06
坐監,co5gaam1,4,3.33397E-05
二月,ji6jyut6,3,2.50048E-05
上年,soeng6nin2,1,8.33493E-06
調包,diu6baau1,1,8.33493E-06
通,tung1,5,4.16747E-05
汁,zap1,1,8.33493E-06
亂,lyun2,3,2.50048E-05
金田一,gam1tin4jat1,2,1.66699E-05
期,kei4,1,8.33493E-06
廿三,jaa6saam1,3,2.50048E-05
法蘭西絲,faat3laan4sai1si1,1,8.33493E-06
事件,si6gin2,3,2.50048E-05
趕稿,gon2gou2,1,8.33493E-06
aa5,aa5,1,8.33493E-06
堆,deoi1,1,8.33493E-06
廢柴,fai3caai4,1,8.33493E-06
佈局,bou3guk6,2,1.66699E-05
天意,tin1ji3,2,1.66699E-05
咋,zaa6,2,1.66699E-05
話,waa5,2,1.66699E-05
犯法,faan6faat3,7,5.83445E-05
條條大路通羅馬,tiu4tiu4daai6lou6tung1lo4maa5,1,8.33493E-06
羅馬,lo4maa5,1,8.33493E-06
絲綢之路,si1cau4zi1lou6,1,8.33493E-06
家陣,gaa1zan2,1,8.33493E-06
品種,ban2zung2,1,8.33493E-06
地雷,dei6leoi4,2,1.66699E-05
留神,lau4san4,1,8.33493E-06
踩,caai2,5,4.16747E-05
中招,zung3ziu1,2,1.66699E-05
水手狗,seoi2sau2gau2,1,8.33493E-06
一排,jat1paai4,2,1.66699E-05
瓜,gwaa1,1,8.33493E-06
安心,on1sam1,1,8.33493E-06
必要時,bit1jiu3si4,1,8.33493E-06
主人,zyu2jan4,1,8.33493E-06
搞嘢,gaau2je5,1,8.33493E-06
救,gau3,4,3.33397E-05
命,meng6,1,8.33493E-06
爭啲啲,zaang1di1di1,2,1.66699E-05
無嘢,mou5je5,1,8.33493E-06
吹,ceoi1,4,3.33397E-05
脹,zoeng3,1,8.33493E-06
嚼,ziu6,1,8.33493E-06
物以類聚,mat6ji5leoi6zeoi6,1,8.33493E-06
bok6lok1,bok6lok1,1,8.33493E-06
差人,caai1jan4,3,2.50048E-05
盤,pun4,5,4.16747E-05
繼歡,gai3fun1,3,2.50048E-05
逃獄,tou4juk6,1,8.33493E-06
逃,tou4,1,8.33493E-06
叉,caa1,2,1.66699E-05
身份證,san1fan2zing3,1,8.33493E-06
惡頂,ok3ding2,1,8.33493E-06
查實,caa4sat6,1,8.33493E-06
偷錄,tau1luk6,1,8.33493E-06
反應,faan2jing3,2,1.66699E-05
三級片,saam1kap1pin2,2,1.66699E-05
知情,zi1cing4,1,8.33493E-06
底下,dai2haa6,2,1.66699E-05
追擊隊,zeoi1gik1deoi2,1,8.33493E-06
神,san4,1,8.33493E-06
神通廣大,san4tung1gwong2daai6,1,8.33493E-06
城市追擊,sing4si5zeoi1gik1,2,1.66699E-05
閂機,saan1gei1,1,8.33493E-06
意義,ji3ji6,2,1.66699E-05
係噉先,hai6gam2sin1,1,8.33493E-06
嗜好,si3hou3,3,2.50048E-05
音響,jam1hoeng2,12,0.000100019
天龍,tin1lung4,1,8.33493E-06
衡量,hang4loeng6,2,1.66699E-05
適中,sik1zung1,1,8.33493E-06
組合,zou2hap6,1,8.33493E-06
錄影機,luk6jing2gei1,3,2.50048E-05
家庭,gaa1ting4,6,5.00096E-05
現有,jin6jau5,1,8.33493E-06
頻,pan4,1,8.33493E-06
頻密,pan4mat6,4,3.33397E-05
供給,gung1kap1,2,1.66699E-05
更,gang3,6,5.00096E-05
交流,gaau1lau4,1,8.33493E-06
圍內,wai4noi2,1,8.33493E-06
得閒,dak1haan4,1,8.33493E-06
聽歌,teng1go1,1,8.33493E-06
影碟,jing2dip2,1,8.33493E-06
重播,cung4bo3,1,8.33493E-06
流行,lau4hang4,3,2.50048E-05
肯定,hang2ding6,4,3.33397E-05
市場,si5coeng4,10,8.33493E-05
站穩,zaam6wan2,1,8.33493E-06
嗰便,go2bin1,1,8.33493E-06
傾掂,king1dim6,1,8.33493E-06
解碼,gaai2maa5,1,8.33493E-06
字幕,zi6mok6,4,3.33397E-05
區域,keoi1wik6,2,1.66699E-05
限制,haan6zai3,1,8.33493E-06
相對,soeng1deoi3,3,2.50048E-05
貨品,fo3ban2,1,8.33493E-06
嘗試,soeng4si3,4,3.33397E-05
高解像,gou1gaai2zoeng6,4,3.33397E-05
五百,ng5baak3,2,1.66699E-05
相比,soeng1bei2,1,8.33493E-06
六百,luk6baak3,2,1.66699E-05
七百,cat1baak3,3,2.50048E-05
畫面,waa2min2,2,1.66699E-05
追求,zeoi1kau4,5,4.16747E-05
高解像,gou1gaai2zoeng6,1,8.33493E-06
電,din6,1,8.33493E-06
小,siu2,4,3.33397E-05
視乎,si6fu4,2,1.66699E-05
影院,jing2jyun2,2,1.66699E-05
配合,pui3hap6,1,8.33493E-06
翻版,faan1baan2,43,0.000358402
製作,zai3zok3,5,4.16747E-05
正版,zing3baan2,17,0.000141694
粗製濫造,cou1zai3laam5zou6,1,8.33493E-06
損失,syun2sat1,4,3.33397E-05
單只,daan1zi2,1,8.33493E-06
同步,tung4bou6,1,8.33493E-06
市面,si5min6,1,8.33493E-06
同步,tung4bou6,2,1.66699E-05
取捨,ceoi2se2,1,8.33493E-06
唔爭在,m4zaang1zoi6,1,8.33493E-06
上,soeng5,1,8.33493E-06
殺一警百,saat3jat1ging2baak3,1,8.33493E-06
安靜,on1zing6,2,1.66699E-05
多嘴,do1zeoi2,1,8.33493E-06
正,zing3,1,8.33493E-06
左,zo2,7,5.83445E-05
右,jau6,3,2.50048E-05
暈,wan4,1,8.33493E-06
珍惜,zan1sik1,2,1.66699E-05
瘀,jyu2,1,8.33493E-06
嬲,nau1,5,4.16747E-05
抌,dam2,3,2.50048E-05
地下,dei6haa2,1,8.33493E-06
發脾氣,faat3pei4hei3,1,8.33493E-06
乜嘢,mat1je5,3,2.50048E-05
過程,gwo3cing4,9,7.50144E-05
唔忿氣,m4fan6hei3,1,8.33493E-06
明白,ming4baak6,2,1.66699E-05
激動,gik1dung6,1,8.33493E-06
小息,siu2sik1,4,3.33397E-05
班長,baan1zoeng2,1,8.33493E-06
乖,gwaai1,10,8.33493E-05
道歉,dou6hip3,4,3.33397E-05
激嬲,gik1nau1,1,8.33493E-06
唉,aai5,1,8.33493E-06
細路仔,sai3lou6zai2,3,2.50048E-05
控制,hung3zai3,9,7.50144E-05
原諒,jyun4loeng6,1,8.33493E-06
上堂,soeng5tong4,1,8.33493E-06
好轉,hou2zyun2,1,8.33493E-06
間歇性,gaan3hit3sing3,1,8.33493E-06
行為,hang4wai4,5,4.16747E-05
衝動,cung1dung6,1,8.33493E-06
當,dong1,3,2.50048E-05
全班,cyun4baan1,4,3.33397E-05
激,gik1,3,2.50048E-05
忘記,mong4gei3,1,8.33493E-06
退學,teoi3hok6,3,2.50048E-05
包括,baau1kut3,5,4.16747E-05
早,zou2,1,8.33493E-06
午,ng5,1,8.33493E-06
晚,maan5,1,8.33493E-06
午餐,ng5saam1,1,8.33493E-06
嘢食,je5sik6,1,8.33493E-06
唔單止,m4daan1zi2,2,1.66699E-05
關注,gwaan1zyu3,1,8.33493E-06
空氣,hung1hei3,3,2.50048E-05
流通,lau4tung1,1,8.33493E-06
窗,coeng1,2,1.66699E-05
風扇,fung1sin3,1,8.33493E-06
課室,fo3sat1,2,1.66699E-05
冷氣機,laang5hei3gei1,1,8.33493E-06
媽媽,maa4maa1,2,1.66699E-05
投訴,tau4sou3,1,8.33493E-06
告,gou3,3,2.50048E-05
飛過,fei1gwo3,1,8.33493E-06
騷擾,sou1jiu2,4,3.33397E-05
默書,mak6syu1,4,3.33397E-05
溫習,wan1zaap6,1,8.33493E-06
默,mak6,3,2.50048E-05
收尾,sau1mei5,1,8.33493E-06
成功感,sing4gung1gam2,1,8.33493E-06
測驗,caak1jim6,5,4.16747E-05
學期,hok6kei4,3,2.50048E-05
獎,zoeng2,2,1.66699E-05
表,biu2,3,2.50048E-05
貼紙,tip3zi2,2,1.66699E-05
側邊,zak1bin1,2,1.66699E-05
默書,mak6syu1,2,1.66699E-05
獎勵,zoeng2lai6,1,8.33493E-06
苦樂參半,fu2lok6caam1bun3,1,8.33493E-06
識得,sik1dak1,6,5.00096E-05
平衡,ping4hang4,1,8.33493E-06
喜怒哀樂,hei3nou6oi1lok6,1,8.33493E-06
識,sik1,1,8.33493E-06
處理,cyu5lei5,4,3.33397E-05
神聖,san4sing3,1,8.33493E-06
偉大,wai5daai6,2,1.66699E-05
贊同,zaan3tung4,1,8.33493E-06
兩三,loeng5saam1,1,8.33493E-06
新興,san1hing1,2,1.66699E-05
股票,gu2piu3,11,9.16842E-05
泛,faan6,2,1.66699E-05
所,so2,5,4.16747E-05
擁有,jung2jau5,3,2.50048E-05
資產,zi1caan2,1,8.33493E-06
業務,jip6mou6,1,8.33493E-06
上市,soeng5si5,5,4.16747E-05
重有,zung6jau5,9,7.50144E-05
紅籌,hung4cau2,10,8.33493E-05
藍籌,laam4cau2,8,6.66794E-05
一啲,jat1di1,3,2.50048E-05
資產值,zi1caan2zik6,1,8.33493E-06
巨大,geoi6daai6,1,8.33493E-06
