word,phono,occured,ratio
路华,lou6wa4,8,9.62991E-06
小妹,siu2mui2,8,9.62991E-06
茶餐厅,cha4chaan1teng1,7,8.42617E-06
南庄,laam4jong1,8,9.62991E-06
跟车,gan1che1,2,2.40748E-06
公明,gung1ming4,9,1.08336E-05
分公司,fan1gung1si1,3,3.61122E-06
妹妹,mui4mui2,18,2.16673E-05
送住,sung3jyu6,1,1.20374E-06
而已,yi4yi5,1,1.20374E-06
族谱,juk6pou2,3,3.61122E-06
雪梅,syut3mui4,2,2.40748E-06
上唔上,seung6m4seung6,4,4.81496E-06
总公司,jung2gung1si1,4,4.81496E-06
开朗,hoi1long5,3,3.61122E-06
怕羞,pa3sau1,2,2.40748E-06
活泼,wut6put3,1,1.20374E-06
自己人,ji6gei2yan4,5,6.01869E-06
返唔返嚟,faan1m4faan1lai4,10,1.20374E-05
报读,bou3duk6,4,4.81496E-06
输入,syu1yap6,9,1.08336E-05
桑伯,song1baak3,2,2.40748E-06
五哥,m5go1,1,1.20374E-06
行左去,haang4jo2heui3,2,2.40748E-06
孭住,me1jyu6,8,9.62991E-06
劲唔劲,ging6m4ging6,2,2.40748E-06
争在,jang1joi3,1,1.20374E-06
拍完,paak3yun4,1,1.20374E-06
而头,yi4tau4,1,1.20374E-06
逢喺,fung4hai6,1,1.20374E-06
急急脚,gap1gap1geuk3,2,2.40748E-06
又系,yau6hai6,2,2.40748E-06
敢唔敢,gam2m4gam2,4,4.81496E-06
床头柜,chong4tau4gwai2,2,2.40748E-06
吊针,diu3jam1,13,1.56486E-05
细心,sai3sam1,2,2.40748E-06
睇在,tai2joi6,1,1.20374E-06
份上,fan6seung6,2,2.40748E-06
幽默,yau1mak6,2,2.40748E-06
枯燥无味,fu1chou3mou4mei6,1,1.20374E-06
潜力,chim4lik6,1,1.20374E-06
高大,gou1daai6,5,6.01869E-06
对着,deui3jeuk3,2,2.40748E-06
病人,beng6yan4,1,1.20374E-06
爱心榴莲,oi3sam1lau4lin4,1,1.20374E-06
爱心,oi3sam1,2,2.40748E-06
阿娜,a3la4,1,1.20374E-06
变心,bin3sam1,1,1.20374E-06
瘀,yu1,1,1.20374E-06
刑,ying4,1,1.20374E-06
证件,jing3gin2,2,2.40748E-06
榴莲酥,lau4lin4sou1,3,3.61122E-06
同房,tung4fong2,1,1.20374E-06
病房,beng6fong2,3,3.61122E-06
脆,cheui3,2,2.40748E-06
透明,tau3ming4,1,1.20374E-06
胶袋,gaau1doi6,2,2.40748E-06
企呢,kei5le1,1,1.20374E-06
点心,din2sam1,12,1.44449E-05
艺术品,ai6seut6ban2,1,1.20374E-06
祈祷之手,kei4tou2ji1sau2,1,1.20374E-06
圣诞花,sing3daan3fa1,1,1.20374E-06
斟水,jam1seui2,1,1.20374E-06
嗌一嗌,aai3yat1aai3,1,1.20374E-06
吊完针,diu3yun4jam1,1,1.20374E-06
太和,taai3wo4,7,8.42617E-06
夜夜笙歌,ye6ye6sang1go1,1,1.20374E-06
睡觉,seui6gaau3,2,2.40748E-06
二年级,yi6nin4kap1,3,3.61122E-06
校巴,haau6ba1,8,9.62991E-06
住校,jyu6haau6,3,3.61122E-06
驻校,jyu3haau6,1,1.20374E-06
唔怪得,m4gwaai3dak1,13,1.56486E-05
老老地,lou5lou5dei5,1,1.20374E-06
应元路,ying1yun4lou6,3,3.61122E-06
邮票,yau4piu3,1,1.20374E-06
羊城通,yeung4sing4tung1,3,3.61122E-06
电信卡,din6seun3ka1,1,1.20374E-06
黄生,wong4saang1,2,2.40748E-06
四眼,sei3aan5,2,2.40748E-06
肥肥地,fei4fei2dei2,3,3.61122E-06
天河南二路,tin1ho4laam4yi6lou6,1,1.20374E-06
小型,siu2ying4,1,1.20374E-06
租铺,jou1pou3,1,1.20374E-06
高要,gou1yiu3,1,1.20374E-06
金利,gam1lei6,3,3.61122E-06
半岛,bun3dou2,2,2.40748E-06
涌,yung2,2,2.40748E-06
吹风,cheui1fung1,1,1.20374E-06
训训下觉,fan3fan3ha5gaau3,1,1.20374E-06
闻到,man4dou3,5,6.01869E-06
车卡,che1ka1,1,1.20374E-06
新天河,san1tin1ho4,1,1.20374E-06
推行,teui1hang4,1,1.20374E-06
新市墟,san1si5heui1,2,2.40748E-06
美味,mei5mei6,1,1.20374E-06
细舅父,sai3kau5fu2,1,1.20374E-06
腊,laap6,5,6.01869E-06
腊肉,laap6yuk6,7,8.42617E-06
楼顶,lau4deng2,11,1.32411E-05
六年级,luk6lin4kap1,4,4.81496E-06
吽下,hung1ha2,2,2.40748E-06
恼,lou5,2,2.40748E-06
过埋,go3maai4,12,1.44449E-05
私立,si1laap6,1,1.20374E-06
跌得,dit3dak1,4,4.81496E-06
炒楼,chaau2lau2,1,1.20374E-06
撤走,chit3jau2,2,2.40748E-06
指位,ji2wai2,1,1.20374E-06
入左嚟,yap6jo2lai4,1,1.20374E-06
收益,sau1yik1,2,2.40748E-06
无厘头,mou4lei4tau4,2,2.40748E-06
贷到款,taai3dou2fun2,1,1.20374E-06
赔钱,pui4chin2,3,3.61122E-06
中国银行,jung1gok3an4hong4,3,3.61122E-06
大企业,daai6kei5yip6,1,1.20374E-06
小资,siu2ji1,1,1.20374E-06
基建,gei1gin3,1,1.20374E-06
粉尘,fan2chan4,1,1.20374E-06
成口,sing4hau2,3,3.61122E-06
依山傍水,yi1saan1bong6seui2,2,2.40748E-06
返唔到,faan1m4dou2,4,4.81496E-06
早轮,jou2leun4,2,2.40748E-06
天然生晒,tin1yin4saang1saai3,1,1.20374E-06
蛇,se4,6,7.22243E-06
中间位,jung1gaan1wai2,1,1.20374E-06
娇贵,giu1gwai3,1,1.20374E-06
补脑,bou2nou5,1,1.20374E-06
肥姨,fei4yi1,3,3.61122E-06
应急,ying3gap1,3,3.61122E-06
袁海云,yun4hoi2wan4,1,1.20374E-06
肠炎,cheung2yim4,1,1.20374E-06
食过野,sik6go3ye5,2,2.40748E-06
派单,paai3daan1,4,4.81496E-06
表弟,biu2dai2,5,6.01869E-06
落左班,lok6jo2baan1,4,4.81496E-06
蓝精灵,laam4jing1leng4,14,1.68523E-05
英文版,ying1man2baan2,1,1.20374E-06
步行街,bou6hang4gaai1,15,1.80561E-05
喷水,pan3seui2,4,4.81496E-06
清场,cheng1cheung4,4,4.81496E-06
户口簿,wu6hau2bou2,7,8.42617E-06
过到去,go3dou3heui3,7,8.42617E-06
扣钱,kau3chin2,9,1.08336E-05
早退,jou2teui3,1,1.20374E-06
奶茶,laai5cha4,32,3.85196E-05
始,chi2,3,3.61122E-06
泰妹,taai3mui6,2,2.40748E-06
肥羊王,fei4yeung4wong2,1,1.20374E-06
埋数,maai4sok3,1,1.20374E-06
清机,cheng1gei1,1,1.20374E-06
舅,kau5,1,1.20374E-06
公积金,gung1jik1gam1,2,2.40748E-06
宁哥,ling4go1,5,6.01869E-06
笪,daat3,2,2.40748E-06
用地,yung6dei6,1,1.20374E-06
返唔返工,faan1m4faan1gung1,3,3.61122E-06
洗手间,sai2sau2gaan1,6,7.22243E-06
跟唔跟,gan1m4gan1,3,3.61122E-06
用唔用得到,yung6m4yung6dak1dou2,1,1.20374E-06
嘈交,chou4gaau1,5,6.01869E-06
国思,gok3si1,1,1.20374E-06
起楼,hei2lau5,4,4.81496E-06
阿光,a3gong1,1,1.20374E-06
光哥,gong1go1,1,1.20374E-06
住得起,jyu6dak1hei2,1,1.20374E-06
地段,dei6dyun6,2,2.40748E-06
适,sik1,1,1.20374E-06
保安,bou2on1,11,1.32411E-05
华景苑,wa4ging2yun2,1,1.20374E-06
绿景轩,luk6ging2hin1,1,1.20374E-06
律诉,leut6sou3,1,1.20374E-06
走左去,jau2jo2heui3,2,2.40748E-06
骚扰,sou1yiu5,2,2.40748E-06
训阵觉,fan3jan6gaau3,1,1.20374E-06
全哥,chyun4go1,2,2.40748E-06
顺道,seun6dou6,3,3.61122E-06
门匙,mun4si4,1,1.20374E-06
出家,cheut1ga1,1,1.20374E-06
估到,gu2dou3,2,2.40748E-06
小店,siu2dim3,1,1.20374E-06
钢琴,gong3kam4,11,1.32411E-05
博物馆,bok3mat6gun2,8,9.62991E-06
古董,gu2dung2,2,2.40748E-06
厦大,ha6daai6,2,2.40748E-06
南普陀寺,laam4pou2to4ji6,1,1.20374E-06
棵,po1,25,3.00935E-05
鸭蛋,ngaap3daan2,1,1.20374E-06
酱,jeung3,4,4.81496E-06
蒜蓉,syun3yung4,2,2.40748E-06
辣椒酱,laat6jiu1jeung3,1,1.20374E-06
沙虫,sa1chung4,2,2.40748E-06
口感,hau2gam2,2,2.40748E-06
牛柏叶,au4paak3yip6,1,1.20374E-06
避开,bei6hoi1,5,6.01869E-06
高峰,gou1fung1,1,1.20374E-06
商业街,seung1yip6gaai1,1,1.20374E-06
优势,yau1sai3,3,3.61122E-06
天后宫,tin1hau6gung1,1,1.20374E-06
领事馆,ling5si6gun2,2,2.40748E-06
日本,yat6bun2,10,1.20374E-05
皓月园,gou2yut6yun4,2,2.40748E-06
郑成功,jeng6sing4gung1,1,1.20374E-06
雕像,diu1jeung6,1,1.20374E-06
高空发热,gou1hung1faat3yit6,1,1.20374E-06
钟意行,jung1yi3haang4,1,1.20374E-06
小路,siu2lou6,1,1.20374E-06
日光岩,yat6gwong1ngaam4,1,1.20374E-06
风光,fung1gong1,2,2.40748E-06
帐,jeung3,2,2.40748E-06
邮箱,yau4seung1,2,2.40748E-06
冷静,laang5jing6,1,1.20374E-06
德平,dak1ping4,1,1.20374E-06
等等下,dang2dang2ha2,1,1.20374E-06
越秀区,yut6sau3keui1,8,9.62991E-06
点名,din2meng2,2,2.40748E-06
拆穿,chaak3chyun1,1,1.20374E-06
谭淑芬,taam4suk6fan1,1,1.20374E-06
八十年代,baat3a6lin5doi6,2,2.40748E-06
装饰,jong1sik1,3,3.61122E-06
摄,sip3,5,6.01869E-06
摄影楼,sip3ying2lau2,1,1.20374E-06
黑店,haak1dim3,1,1.20374E-06
影楼,ying2lau5,1,1.20374E-06
摄影室,sip3ying2sat1,1,1.20374E-06
法国,faat3gok3,9,1.08336E-05
专八,jyun1baat3,3,3.61122E-06
八号,baat3hou2,12,1.44449E-05
在度,joi3dou6,10,1.20374E-05
在边,joi3bin1,1,1.20374E-06
九月一号,gau2yut6yat1hou6,1,1.20374E-06
规模,kwai1mou4,4,4.81496E-06
三月几,saam1yut6gei2,1,1.20374E-06
森哥,sam1go1,1,1.20374E-06
阿妈子,a3ma1ji2,2,2.40748E-06
妈子,ma1ji2,6,7.22243E-06
怀念,waai4lim6,3,3.61122E-06
清远市,ching1yun5si5,1,1.20374E-06
龙井,lung4jang2,2,2.40748E-06
峰山饭店,fung1saan1faan6dim3,1,1.20374E-06
杰仔,git6jai2,5,6.01869E-06
裴仔,pui4jai2,1,1.20374E-06
裴记,pui4gei3,1,1.20374E-06
修养,sau1yeung5,3,3.61122E-06
参粉,chaam1fan2,2,2.40748E-06
红参粉,hung4sam1fan2,1,1.20374E-06
带上,daai3seung5,1,1.20374E-06
方向盘,fong1heung3pun2,2,2.40748E-06
志哥,ji3go1,1,1.20374E-06
纸厂,ji2chong2,1,1.20374E-06
海珠南站,hoi2jyu1laam4jaam6,1,1.20374E-06
搏下,bok3ha2,1,1.20374E-06
车道,che1dou6,2,2.40748E-06
酒驾,jau2ga3,3,3.61122E-06
派出所,paai3cheut1so2,4,4.81496E-06
掉低,diu6dai1,4,4.81496E-06
乱停乱放,lyun6ting4lyun6fong3,1,1.20374E-06
酒后驾驶,jau2hau6ga3sai2,1,1.20374E-06
吹过,cheui1go3,1,1.20374E-06
吹波波,cheui1bo1bo1,1,1.20374E-06
猪肚,jyu1tou2,2,2.40748E-06
白果,baak6go2,2,2.40748E-06
枝竹,ji1juk1,2,2.40748E-06
南村,laam4chyun1,4,4.81496E-06
荃湾,chyun4waan1,3,3.61122E-06
石岩,sek6aam4,2,2.40748E-06
好少,hou2siu2,1,1.20374E-06
呢轮,le1leun4,1,1.20374E-06
速销,chuk1siu1,3,3.61122E-06
啰,lo2,17,2.04636E-05
宣传项目,syun1chyun4hong6muk6,2,2.40748E-06
行动,hang4dung6,1,1.20374E-06
身份,san1fan2,5,6.01869E-06
挣啲,jaang1di1,1,1.20374E-06
懒得郁,laan5dak1yuk1,1,1.20374E-06
破费,po3fai3,1,1.20374E-06
包品,baau1ban2,1,1.20374E-06
侥幸,hiu1hang6,1,1.20374E-06
电单车,din6daan1che1,6,7.22243E-06
走街,jau2gaai1,1,1.20374E-06
查得到,cha4dak1dou3,1,1.20374E-06
不确定性,bat1kok3ding6sing3,1,1.20374E-06
连贯,lin4gun3,1,1.20374E-06
就算,jau6syun3,2,2.40748E-06
唏唏唏,hei1hei1hei1,1,1.20374E-06
就系,jau6hai6,1,1.20374E-06
好番,hou3faan1,5,6.01869E-06
约人,yeuk3yan4,1,1.20374E-06
培正,pui4jing3,15,1.80561E-05
跟唔跟得,gan1m4gan1dak1,1,1.20374E-06
七中,chat1jung1,4,4.81496E-06
级别,kap1bit6,3,3.61122E-06
蓝领,laam4ling5,1,1.20374E-06
企下,kei5ha2,2,2.40748E-06
恢,fui1,1,1.20374E-06
广州台,gong2jau1toi4,2,2.40748E-06
电视剧集,din6si6kek6jaap6,1,1.20374E-06
追下,jeui1ha2,1,1.20374E-06
外省台,oi6saang2toi4,1,1.20374E-06
翡翠台,fei2cheui3toi4,5,6.01869E-06
时装,si4jong1,8,9.62991E-06
香港台,heung1gong2toi4,4,4.81496E-06
艺员,ngai6yun4,2,2.40748E-06
衣着,yi1jeuk3,1,1.20374E-06
打扮,da2baan6,2,2.40748E-06
潮流,chiu4lau4,3,3.61122E-06
港产,gong2chaan2,1,1.20374E-06
麻雀台,ma4jeuk3toi2,1,1.20374E-06
麻雀桌,ma4jeuk3jeuk3,1,1.20374E-06
应间,ying1gaan1,1,1.20374E-06
训得,fan3dak1,1,1.20374E-06
病理,beng6lei5,1,1.20374E-06
小结,siu2git3,1,1.20374E-06
东华路,dung1wa4lou6,1,1.20374E-06
对口,deui3hau2,1,1.20374E-06
本田,bun2tin4,3,3.61122E-06
丰田,fung1tin4,4,4.81496E-06
高薪,gou1san1,1,1.20374E-06
薪,san1,4,4.81496E-06
师父级,si1fu2kap1,1,1.20374E-06
学徒,hok6tou4,1,1.20374E-06
吃力,hek3lik6,5,6.01869E-06
中上生,jung1seung6sang1,1,1.20374E-06
单对单,daan1deui3daan1,1,1.20374E-06
尖子生,jim1ji2saang1,2,2.40748E-06
名校,meng2haau6,4,4.81496E-06
中下,jung1ha6,1,1.20374E-06
补下习,bou2ha2jaap6,1,1.20374E-06
适唔适应,sik1m4sik1ying3,4,4.81496E-06
阿燕,a3yin3,24,2.88897E-05
考唔考到,haau2m4haau2dou3,1,1.20374E-06
伍,m5,6,7.22243E-06
惠东,wai6dung1,8,9.62991E-06
传真,chyun4jan1,11,1.32411E-05
瑜伽,yu4ga1,10,1.20374E-05
伍经理,m5ging1lei5,1,1.20374E-06
清清楚楚,cheng1ching1cho2cho2,2,2.40748E-06
行埋,haang4maai4,5,6.01869E-06
埞方,deng6fong1,2,2.40748E-06
橫跨,waang4kwa1,3,3.61122E-06
幅度,fuk1dou6,1,1.20374E-06
乌黢黢,wu1cheut1cheut1,2,2.40748E-06
签名,chim1meng2,13,1.56486E-05
明信卡,ming4seun1ka1,1,1.20374E-06
拾,sap6,7,8.42617E-06
底下,dai2ha6,4,4.81496E-06
传到去,chyun4dou3heui3,1,1.20374E-06
秘书,bei3syu1,2,2.40748E-06
有备而嚟,yau5bei6yi4lai4,1,1.20374E-06
食完野,sik6yun4ye5,2,2.40748E-06
门点,mun4dim2,1,1.20374E-06
促消,chuk1siu1,1,1.20374E-06
西鹅岭,sai1ngo4ling5,1,1.20374E-06
考成,haau2sing4,4,4.81496E-06
典,din2,2,2.40748E-06
考度,haau2dou6,1,1.20374E-06
总分数,jung2fan1sou3,1,1.20374E-06
会计师,wui6gai3si1,6,7.22243E-06
使到,si5dou3,5,6.01869E-06
头晕,tau4wan4,1,1.20374E-06
当兵,dong1bing1,1,1.20374E-06
警员,ging2yun4,1,1.20374E-06
口嘴,hau2jeui2,1,1.20374E-06
洗到,sai2dou3,1,1.20374E-06
血压,hyut3aat3,2,2.40748E-06
出來,cheut1loi4,4,4.81496E-06
红牛冰,hung4au4bing1,1,1.20374E-06
新人,san1yan4,8,9.62991E-06
前后,chin4hau6,3,3.61122E-06
阿东,a3dung1,6,7.22243E-06
摆落去,baai2lok6heui3,1,1.20374E-06
季度,gwai3dou6,11,1.32411E-05
季度费,gwai3dou6fai3,3,3.61122E-06
考核费,haau2hat6fai3,1,1.20374E-06
越做越,yut6jo6yut6,3,3.61122E-06
垃垃杂杂,laap6laap6jaap6jaap6,1,1.20374E-06
多过,do1go3,1,1.20374E-06
大财团,daai6choi4tyun4,1,1.20374E-06
展,jin2,4,4.81496E-06
墨鱼,mak6yu4,2,2.40748E-06
单科,daan1fo1,1,1.20374E-06
每科,mui5fo1,1,1.20374E-06
啱考,ngaam1haau2,1,1.20374E-06
从业,chung4yip6,4,4.81496E-06
资格证,ji1gaak3jing3,3,3.61122E-06
工作年,gung1jok3nin4,1,1.20374E-06
助理证,jo6lei5jing3,1,1.20374E-06
想要,seung2yiu3,2,2.40748E-06
学多啲,hok6do1di1,4,4.81496E-06
高处,gou1chyu3,3,3.61122E-06
协会,hip6wui2,2,2.40748E-06
东哥,dung1go1,1,1.20374E-06
发炎,faat3yim4,13,1.56486E-05
煮落饭,jyu2lok6faan6,2,2.40748E-06
响一响,heung2yat1heung2,1,1.20374E-06
落攞雨,lok6gan2yu5,1,1.20374E-06
落左雨,lok6jo2yu5,1,1.20374E-06
毛笔,mou4bat1,1,1.20374E-06
复诊埋,fuk6chan2maai4,1,1.20374E-06
拆线,chaak3sin3,1,1.20374E-06
二话不说,yi6wa2bat1syut3,2,2.40748E-06
天体,tin1tai2,1,1.20374E-06
塑身,sok3san1,1,1.20374E-06
手术室,sau2seut6sat1,1,1.20374E-06
纤唔纤体,chim1m4chim1tai2,1,1.20374E-06
戆居,jong3geui1,10,1.20374E-05
降温,gong3wan1,3,3.61122E-06
湿,sap1,14,1.68523E-05
小敏,siu2man5,2,2.40748E-06
婚礼,fan1lai5,7,8.42617E-06
见过下,gin3go3ha5,1,1.20374E-06
伴娘,bun6leung4,3,3.61122E-06
化妆师,fa3jong1si1,9,1.08336E-05
蜜月,mat6yut6,2,2.40748E-06
当日,dong1yat6,4,4.81496E-06
表姨,biu2yi1,1,1.20374E-06
失惊无神,sat1geng1mou4san4,2,2.40748E-06
飞信,fei1seun3,3,3.61122E-06
吃惊,hek3ging1,1,1.20374E-06
红砖厂,hung4jyun1chong2,1,1.20374E-06
打卡,da1ka1,3,3.61122E-06
电磁,din6chi4,1,1.20374E-06
煤气,mui4hei3,6,7.22243E-06
煤气炉,mui4hei3lou4,2,2.40748E-06
电磁炉,din6chi4lou4,3,3.61122E-06
煲唔到,bou1m4dou2,1,1.20374E-06
临急临忙,lam4gap1lam4mong4,1,1.20374E-06
回门,wui4mun4,1,1.20374E-06
定型剂,ding6ying4jai1,1,1.20374E-06
闪电,sim2din6,1,1.20374E-06
通知到,tung1ji1dou3,1,1.20374E-06
讲过下,gong2go3ha5,1,1.20374E-06
宋世义,sung3sai3yi6,1,1.20374E-06
揸下,ja1ha2,5,6.01869E-06
揸下车,ja1ha6che1,1,1.20374E-06
祖儿,jou2yi4,1,1.20374E-06
手写,sau2se2,1,1.20374E-06
汉字,hon3ji6,1,1.20374E-06
组词,jou2chi4,1,1.20374E-06
练习,lin6jaap6,4,4.81496E-06
听写,teng1se2,1,1.20374E-06
默写,mak6se2,10,1.20374E-05
练习薄,lin6jaap6bok6,2,2.40748E-06
黄冈,wong4gong1,3,3.61122E-06
小状元,siu2jong6yun4,1,1.20374E-06
粗心,chou1sam1,1,1.20374E-06
单人,daan1yan4,2,2.40748E-06
一格格,yat1gaak3gaak3,1,1.20374E-06
写作,se2jok3,1,1.20374E-06
长篇,cheung4pin1,1,1.20374E-06
草稿,chou2gou2,1,1.20374E-06
通顺,tung1seun6,1,1.20374E-06
严格,yim4gaak3,5,6.01869E-06
试卷,si3gyun2,2,2.40748E-06
姑姑,gu1gu1,2,2.40748E-06
东部,dung1bou6,2,2.40748E-06
华侨城,wa4kiu4seng2,2,2.40748E-06
欢乐谷,fun1lok6guk1,2,2.40748E-06
机动,gei1dung6,2,2.40748E-06
车河,che1ho2,1,1.20374E-06
定左,ding6jo2,1,1.20374E-06
帮主,bong1jyu2,1,1.20374E-06
壶,wu4,3,3.61122E-06
阿瑶,a3yiu4,3,3.61122E-06
篮球场,laam4kau4cheung4,15,1.80561E-05
行过,haang4go3,2,2.40748E-06
通去,tung1heui3,1,1.20374E-06
踭,jaang1,1,1.20374E-06
亭,ting4,6,7.22243E-06
午觉,m5gaau3,1,1.20374E-06
训下,fan3ha5,6,7.22243E-06
训成,fan3sing4,1,1.20374E-06
凉凉地,leung4leung4dei6,3,3.61122E-06
凉凉,leung4leung4,1,1.20374E-06
热过頭,yit6go3tau4,1,1.20374E-06
阿全,a3chyun4,2,2.40748E-06
阿标,a3biu1,3,3.61122E-06
踢馆,tek3gun2,1,1.20374E-06
落一落实,lok6yat1lok6sat6,1,1.20374E-06
新荔枝湾,san1lai6ji1waan1,3,3.61122E-06
闲人,haan4yan4,1,1.20374E-06
总括,jung2kut3,2,2.40748E-06
旦,daan3,1,1.20374E-06
等人,dang2yan4,1,1.20374E-06
唞下凉,tau2ha6leung4,1,1.20374E-06
荔枝湾宫,lai6ji1waan1gung1,1,1.20374E-06
粤曲,yut6kuk1,1,1.20374E-06
空地,hung1dei6,2,2.40748E-06
小娥,siu2ngo4,1,1.20374E-06
減到肥,gaam2dou2fei4,1,1.20374E-06
豆,dau6,2,2.40748E-06
机器,gei1hei3,7,8.42617E-06
木瓜糖水,muk6gwa1tong4seui2,1,1.20374E-06
粤语,yut6yu5,2,2.40748E-06
失恋三十三日,sat1lyun2saam1a6saam1yat6,2,2.40748E-06
成大,sing4daai6,1,1.20374E-06
高等数学,gou1dang2sou3hok6,1,1.20374E-06
运动会,wan6dung6wui5,5,6.01869E-06
杂粮,jaap6leung4,1,1.20374E-06
八宝粥,baat3bou2juk1,1,1.20374E-06
记忆力,gei3yik1lik6,1,1.20374E-06
小米,siu2mai1,3,3.61122E-06
麦片,mak6pin2,3,3.61122E-06
加起上嚟,ga1hei2seung5lei4,1,1.20374E-06
高压煲,gou1ngaat3bou1,1,1.20374E-06
金牌,gam1paai4,1,1.20374E-06
女皇,leui5wong4,2,2.40748E-06
武则天,mou5jak1tin1,1,1.20374E-06
皇帝,wong4dai3,3,3.61122E-06
一生,yat1sang1,1,1.20374E-06
论语,leun6yu5,1,1.20374E-06
倒霉,dou2mui4,1,1.20374E-06
至弊,ji3bai6,1,1.20374E-06
保姆,bou2mou5,4,4.81496E-06
春立,cheun1laap6,1,1.20374E-06
注册,jyu3chaak3,11,1.32411E-05
锦汉,gam2hon3,6,7.22243E-06
桂花岗,gwai3fa1gong1,1,1.20374E-06
深色,sam1sik1,4,4.81496E-06
浅色,chin2sik1,6,7.22243E-06
紫菜,ji2choi3,3,3.61122E-06
美容院,mei5yung4yun4,6,7.22243E-06
得人惊,dak1yan4geng1,1,1.20374E-06
丽池,lai6chi4,1,1.20374E-06
沙白湾,sa1baak6waan1,1,1.20374E-06
七叶一枝花,chat1yip6yat1ji1fa1,1,1.20374E-06
黄连素,wong4lin4sou3,4,4.81496E-06
旅游社,leui5yau4se5,1,1.20374E-06
海珠湖,hoi2jyu1wu4,2,2.40748E-06
廿九号,ya6gau2hou2,8,9.62991E-06
青头鸭,cheng1tau4aap3,1,1.20374E-06
文化宫,man4fa3gung1,1,1.20374E-06
得鸠闲,dak1gau1haan4,2,2.40748E-06
喳,ja1,5,6.01869E-06
丽慈,lai6chi4,3,3.61122E-06
做完野,jou6yun4ye5,1,1.20374E-06
拎起手,ling1hei2sau2,1,1.20374E-06
淑娴,suk6haan4,3,3.61122E-06
沙扒湾,sa1pa4waan1,5,6.01869E-06
唔清唔楚,m4cheng1m4cho2,2,2.40748E-06
落订,lok6deng6,2,2.40748E-06
海珠公园,hoi2jyu1gung1yun2,1,1.20374E-06
趁虚,chan3heui1,1,1.20374E-06
买唔买野,maai5m4maai5ye5,1,1.20374E-06
弯,waan1,7,8.42617E-06
稳钱,wan2chin2,1,1.20374E-06
得唔,dak1m4,1,1.20374E-06
倾世皇妃,king1sai3wong4fei1,3,3.61122E-06
郭林真,gwok3lam4jan1,1,1.20374E-06
演,yin2,11,1.32411E-05
坏人,waai6yan4,1,1.20374E-06
美人心计,mei5yan4sam1gai3,1,1.20374E-06
法证先峰,faat3jing3sin1fung1,2,2.40748E-06
平板,ping4baan2,4,4.81496E-06
俄语,o4yu5,2,2.40748E-06
法医,faat3yi1,1,1.20374E-06
月入,yut6yap6,1,1.20374E-06
千万,chin1maan6,6,7.22243E-06
上篮,seung6laam4,8,9.62991E-06
好唔错,hou2m4cho3,1,1.20374E-06
气喘喘,hei3chyun2chyun2,1,1.20374E-06
识上,sik1seung6,1,1.20374E-06
鹅颈桥,ngo4geng2kiu4,1,1.20374E-06
灯具,dang1geui6,2,2.40748E-06
用心,yung6sam1,2,2.40748E-06
性别,sing3bit6,2,2.40748E-06
清水,ching1seui2,2,2.40748E-06
黄飞,wong4fei1,2,2.40748E-06
斗心,dau3sam1,2,2.40748E-06
体会,tai2wui6,2,2.40748E-06
狠,han2,2,2.40748E-06
科技,fo1gei6,3,3.61122E-06
平面,ping4min2,1,1.20374E-06
流行,lau4hang4,3,3.61122E-06
资助,ji1jo6,2,2.40748E-06
特定,dak6ding6,2,2.40748E-06
先进,sin1jeun3,2,2.40748E-06
法政先,faat3jing3sin1,1,1.20374E-06
到唔到,dou3m4dou3,4,4.81496E-06
物有所用,mat6yau5so2yung6,1,1.20374E-06
书中自有黄金屋,syu1jung1ji6yau6wong4gam1nguk1,1,1.20374E-06
永远,wing5yun5,3,3.61122E-06
喜好,hei2hou3,1,1.20374E-06
何乐,ho4lok6,1,1.20374E-06
不为,bat1wai4,1,1.20374E-06
晚报,maan5bou3,1,1.20374E-06
有野,yau6ye5,1,1.20374E-06
沙姜,sa1geung1,4,4.81496E-06
葱,chung1,5,6.01869E-06
蒜,syun3,2,2.40748E-06
同唔同,tung4m4tung4,7,8.42617E-06
楞,ling4,1,1.20374E-06
拢埋,lang3maai4,1,1.20374E-06
猪油糕,jyu1yau2gou1,1,1.20374E-06
香枧,heung1gaan2,2,2.40748E-06
大桶,daai6tung2,1,1.20374E-06
洗衣粉,sai2yi1fan2,4,4.81496E-06
洗衣液,sai2yi1yit6,8,9.62991E-06
洁霸,git3ba3,1,1.20374E-06
安怡,on1yi4,1,1.20374E-06
楼上,lau5seung6,11,1.32411E-05
西洋菜,sai1yeung4choi3,6,7.22243E-06
白瓜,baak6gwa1,1,1.20374E-06
柱候酱,chyu5hau6jeung3,3,3.61122E-06
变色,bin3sik1,1,1.20374E-06
赛车,choi3che1,1,1.20374E-06
猪油煲,jyu1yau2bou1,2,2.40748E-06
边样,bin1yeung6,1,1.20374E-06
月下货,yut6ha6fo3,1,1.20374E-06
傻婆,so4po4,2,2.40748E-06
英国碱,ying1gok3gaan2,1,1.20374E-06
华侨票,wa4kiu4piu3,1,1.20374E-06
钙片,koi3pin3,2,2.40748E-06
纽,nau2,1,1.20374E-06
纽崔莱,nau2cheui1loi4,4,4.81496E-06
林升,lam4sing1,3,3.61122E-06
阿蛋,a3daan2,1,1.20374E-06
啊小河,a1siu2ho2,4,4.81496E-06
陶姐,tou4je2,1,1.20374E-06
湛明,jaam3ming4,1,1.20374E-06
捆绑,kwan2bong2,7,8.42617E-06
